"site","ntbg.accession","ntbg.plant.number","plt.date","gpslatdec","gpslongdec","kpep.georef","founder.georef","X19.survival","X19.vigor","X19.height","X19.diameter","X19.reproduction","X21.date.monitored","X21.survival","X21.vigor","X21.height","X21.diameter","X21.reproduction","comments","canopy.cover","percent.native","understory.depth","species1","species1.percent","species2","species2.percent","species3","species3.percent","species4","species4.percent","species5","species5.percent","aspect","angle","Ageratum.conyzoides","Alyxia.stellata","Andropogon.spp","Andropogon.spp ","Andropogon.spp.","Antidesma.platyphyllum","Asplenium.spp","Bidens.spp","Bidens.valida","Blechnum.appendiculatum","Christella.dentata","Cibotium.glaucum","Clidemia.hirta","Cordyline.fruticosa","Cyanea.fissa","Cyanea.spp","CyclosorusSp","Cyperus.spp","Cyrtandra.spp","Dianella.sandwicensis","Dicranopteris.linearis","Diospyrus.sand","Diplazium.sandwichianum","Diploterygium.pinnatum","Doryopteris.sp","Dryopteris.spp","Dubautia.spp","Dubautia.spp.laxa","Elaphoglossum.spp","Elephantopus.mollis","Freycinetia.arborea","Gahnia.beecheyi","Gahnia.vittensis","Hydrangea.argua","Hydrangea.arguta","Ilex.anomala","Invasive.Grass","invherb","invwood","Ipomea.spp","Kadua.spp","Leptecophylla.tameiameiae","Leucaena.leucocephala","Machaerina.angustifolia","Machaerina.mariscoides","Megathyrsus.maximus","Melastoma.septemnervium","Melinis.minutiflora","Metrosideros.polymorpha","Microlepia.strigosa ","Myrsine.lessertiana","NativeFern","nativeherb","nativewood","Nephrolepis.spp","Odontosoria.chinensis","Oplismenus.hirtellus","Paederia.foetida","Palhinhaea.cernua","Passiflora.spp","Peperomia.spp","Perrottetia.sandwicensis","Phaius.tankervilleae","Phlebotium.aureum","Pipturus.albidus","Pipturus.ruber","Pluchea.spp","Polyscias.oahuensis","Psidium.cattleyanum","Psychotria.mariniana","Psychotria.spp","Rubus.argutus","Sadleria.cyatheoides","Sadleria.spp","Scaevola.gaudichaudiana","Scaevola.procera","Schinus.terebinthifolius","Selaginella.spp","Stachytarphyta.cayennesnsis","Syzygium.sandwicense","Tectaria.gaudichaudii","Vaccinium.calycinum","Viola.wailenalenae","NA"
"HaupuSummit",20160728,"627","2017-11-21",21.924785,-159.400893,"POLBIS-KA-HUL-W-0379","POLBIS-KA-HUL-B-0006","alive","moderate","26","0.4","vegetative","2021-12-22","alive","moderate",27,0.4,"vegetative",NA,0,NA,0.75,"Invasive.Grass",40,"Machaerina.angustifolia",20,"Odontosoria.chinensis",20,"Dicranopteris.linearis",20,NA,NA,30,"E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"HaupuSummit",20160730,"500","2017-11-21",21.926286,-159.403062,"POLBIS-KA-HUL-W-0374","POLBIS-KA-HUL-B-0004","alive","healthy","65","1.3","vegetative","2021-12-22","alive","healthy",76,1.6,"vegetative","accidental duplicate ntbg number",0,NA,0.75,"Dicranopteris.linearis",90,"Freycinetia.arborea",10,NA,NA,NA,NA,NA,NA,10,"E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"HaupuSummit",20160730,"501","2017-11-21",21.926477,-159.403277,"POLBIS-KA-HUL-W-0376","POLBIS-KA-HUL-B-0004","alive","moderate","49","1","vegetative","2021-11-22","alive","healthy",73,1.6,"vegetative",NA,40,100,0.5,"Andropogon.spp",50,"Nephrolepis.spp",20,"Invasive.Grass",10,"Metrosideros.polymorpha",10,NA,NA,20,"NE",0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"HaupuSummit",20160730,"502","2017-11-21",21.926438,-159.403262,"POLBIS-KA-HUL-W-0372","POLBIS-KA-HUL-B-0004","alive","moderate","39","0.6","vegetative","2021-11-22","alive","moderate",43,0.7,"vegetative","branching",0,NA,0.5,"Metrosideros.polymorpha",50,"Andropogon.spp.",40,"Blechnum.appendiculatum",10,"Invasive.Grass",10,NA,NA,10,"NE",0,0,0,0,40,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"HaupuSummit",20160730,"751","2017-11-21",21.925854,-159.401095,"POLBIS-KA-HUL-W-0371","POLBIS-KA-HUL-B-0004","not.found","not.found","not.found","not.found","not.found","2022-01-17","alive","healthy",76,0.9,"vegetative",NA,30,100,0.25,"Invasive.Grass",50,"Metrosideros.polymorpha",30,"Christella.dentata",10,"CyclosorusSp",10,NA,NA,50,"N",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"HaupuSummit",20160730,"500a","2017-11-21",21.926277,-159.403047,"POLBIS-KA-HUL-W-0373","POLBIS-KA-HUL-B-0004","alive","healthy","73","1.1","vegetative","2021-11-22","alive","healthy",101,2.1,"vegetative","accidental duplicate ntbg number, branching",0,NA,1,"Blechnum.appendiculatum",50,"Rubus.argutus",30,"Oplismenus.hirtellus",10,"Dicranopteris.linearis",10,"Nephrolepis.spp",10,0,"NE",0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
"HaupuSummit",20160734,"500","2017-11-21",21.925944,-159.400938,"POLBIS-kA-HUL-W-0364","POLBIS-KA-HUL-B-0001","not.found","not.found","not.found","not.found","not.found","2022-01-17","alive","healthy",182,3.2,"budding","about to flower!",20,100,1,"Invasive.Grass",40,"Blechnum.appendiculatum",10,"Christella.dentata",20,"Antidesma.platyphyllum",10,"Pipturus.albidus",10,40,"N",0,0,0,0,0,10,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HaupuSummit",20160734,"501","2017-11-21",21.924837,-159.400917,"POLBIS-KA-HUL-W-0367","POLBIS-KA-HUL-B-0001","alive","healthy","30","0.6","vegetative","2021-12-22","alive","moderate",30,0.6,"vegetative",NA,0,NA,0.5,"Dicranopteris.linearis",70,"Freycinetia.arborea",20,"Metrosideros.polymorpha",10,NA,NA,NA,NA,10,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"HaupuSummit",20160734,"503","2017-11-21",21.926329,-159.403182,"POLBIS-KA-HUL-W-0365","POLBIS-KA-HUL-B-0001","alive","healthy","66","1.4","vegetative","2021-11-22","alive","healthy",85,2.3,"vegetative","branching",0,NA,0.5,"Melinis.minutiflora",70,"Blechnum.appendiculatum",20,"Clidemia.hirta",10,"Invasive.Grass",10,NA,NA,10,"NE",0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"HaupuSummit",20160740,"124","2017-11-21",21.926231,-159.402947,"POLBIS-KA-HUL-W-0356","POLBIS-KA-HUL-A-0004","alive","moderate","38","0.7","vegetative","2021-11-22","alive","healthy",46,1,"vegetative","broken resprout",0,NA,0.5,"Invasive.Grass",20,"Rubus.argutus",10,"Metrosideros.polymorpha",10,"Invasive.Grass",10,"Blechnum.appendiculatum",10,10,"NE",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"HaupuSummit",20160740,"125","2017-11-21",21.925847,-159.401057,"POLBIS-KA-HUL-W-0351","POLBIS-KA-HUL-A-0004","not.found","not.found","not.found","not.found","not.found","2022-01-17","alive","healthy",78,1,"vegetative","broken stem, resprout",20,100,1,"Pipturus.albidus",120,"Invasive.Grass",70,"Metrosideros.polymorpha",10,"Christella.dentata",10,NA,NA,40,"N",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"HaupuSummit",20160753,"500","2017-11-21",21.925944,-159.400938,"POLBIS-KA-HUL-W-0294","POLBIS-KA-HUL-C-0001","alive","healthy","65","0.7","vegetative","2022-01-17","alive","healthy",117,1.6,"vegetative","nice",50,100,1.5,"Invasive.Grass",40,"Metrosideros.polymorpha",30,"Perrottetia.sandwicensis",10,"Christella.dentata",20,"Blechnum.appendiculatum",10,50,"N",0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HaupuSummit",20160753,"501","2017-11-21",21.924835,-159.401205,"POLBIS-KA-HUL-W-0236","POLBIS-KA-HUL-C-0001","alive","healthy","34","0.8","vegetative","2021-12-22","alive","moderate",45,0.9,"vegetative",NA,0,NA,0.5,"Melastoma.septemnervium",10,"Odontosoria.chinensis",10,"Invasive.Grass",10,"Machaerina.angustifolia",70,NA,NA,20,"NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,70,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"HaupuSummit",20160753,"503","2017-11-21",21.924703,-159.401237,"POLBIS-KA-HUL-W-0261","POLBIS-KA-HUL-C-0001","alive","moderate","45","0.8","vegetative","2021-12-22","alive","moderate",49,0.9,"vegetative","yellow",0,NA,0.25,"Invasive.Grass",60,"Metrosideros.polymorpha",20,"Odontosoria.chinensis",10,"Machaerina.angustifolia",10,NA,NA,20,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,10,0,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"HaupuSummit",20160753,"504","2017-11-21",21.925838,-159.401111,"POLBIS-KA-HUL-W-0275","POLBIS-KA-HUL-C-0001","alive","healthy","60","0.9","vegetative","2022-01-17","alive","healthy",67,1.5,"vegetative",NA,40,100,0.5,"Invasive.Grass",50,"Christella.dentata",20,"Perrottetia.sandwicensis",20,"Christella.dentata",10,"Blechnum.appendiculatum",10,40,"N",0,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HaupuSummit",20160753,"505","2017-11-21",21.924842,-159.400912,"POLBIS-KA-HUL-W-0339","POLBIS-KA-HUL-C-0001","alive","healthy","41","0.7","vegetative","2021-12-22","alive","healthy",59,1.4,"vegetative",NA,0,NA,0.5,"Dicranopteris.linearis",80,"Freycinetia.arborea",20,NA,NA,NA,NA,NA,NA,20,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"HaupuSummit",20160753,"508","2017-11-21",21.925805,-159.401131,"POLBIS-KA-HUL-W-0276","POLBIS-KA-HUL-C-0001","alive","healthy","43","0.7","vegetative","2022-01-17","alive","healthy",81,1.4,"vegetative",NA,20,100,1,"Invasive.Grass",50,"Metrosideros.polymorpha",20,"Blechnum.appendiculatum",10,"Christella.dentata",10,"Perrottetia.sandwicensis",10,40,"N",0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HaupuSummit",20160753,"510","2017-11-21",21.924876,-159.401175,"POLBIS-KA-HUL-W-0233","POLBIS-KA-HUL-C-0001","alive","healthy","20","0.9","vegetative","2021-12-22","alive","moderate",41,0.8,"vegetative",NA,0,NA,0.5,"Invasive.Grass",70,"Machaerina.angustifolia",10,"Phaius.tankervilleae",10,"Elephantopus.mollis",10,NA,NA,30,"NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,70,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"HaupuSummit",20160753,"513","2017-11-21",21.924836,-159.400848,"POLBIS-KA-HUL-W-0303","POLBIS-KA-HUL-C-0001","alive","healthy","43","1.1","vegetative","2021-12-23","alive","healthy",46,0.9,"vegetative",NA,0,NA,0.5,"Diploterygium.pinnatum",70,"Dicranopteris.linearis",20,"Invasive.Grass",10,NA,NA,NA,NA,30,"E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"HaupuSummit",20160753,"515","2017-11-21",21.924791,-159.400881,"POLBIS-KA-HUL-W-0283","POLBIS-KA-HUL-C-0001","alive","moderate","26","0.3","vegetative","2021-12-22","alive","moderate",84,0.5,"vegetative",NA,0,NA,0.25,"Invasive.Grass",80,"Ageratum.conyzoides",10,"Machaerina.angustifolia",10,NA,NA,NA,NA,40,"E",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"HaupuSummit",20160753,"516","2017-11-21",21.924655,-159.401185,"POLBIS-KA-HUL-W-0257","POLBIS-KA-HUL-C-0001","alive","moderate","33","0.7","vegetative","2021-12-22","alive","poor",27,0.5,"vegetative",NA,0,NA,0.25,"Invasive.Grass",80,"Metrosideros.polymorpha",10,"Dicranopteris.linearis",10,NA,NA,NA,NA,10,"NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"HaupuSummit",20160753,"517","2017-11-21",21.925883,-159.400992,"POLBIS-KA-HUL-W-0343","POLBIS-KA-HUL-C-0001","not.found","not.found","not.found","not.found","not.found","2022-01-17","alive","healthy",99,2.4,"vegetative","many branches",40,100,1,"Invasive.Grass",30,"Antidesma.platyphyllum",20,"Metrosideros.polymorpha",20,"Pipturus.albidus",10,"Christella.dentata",20,50,"N",0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HaupuSummit",20160753,"518","2017-11-21",21.924865,-159.401396,"POLBIS-KA-HUL-W-0250","POLBIS-KA-HUL-C-0001","alive","healthy","78","1.2","vegetative","2021-12-21","alive","healthy",84,1.7,"vegetative",NA,0,NA,0.5,"Dicranopteris.linearis",50,"Diploterygium.pinnatum",50,NA,NA,NA,NA,NA,NA,0,"FLAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"HaupuSummit",20160753,"519","2017-11-21",21.926353,-159.403223,"POLBIS-KA-HUL-W-0322","POLBIS-KA-HUL-C-0001","not.found","not.found","not.found","not.found","not.found","2021-11-22","alive","poor",76,0.9,"vegetative",NA,20,100,1,"Freycinetia.arborea",60,"Oplismenus.hirtellus",20,"Blechnum.appendiculatum",20,"Dicranopteris.linearis",20,NA,NA,20,"NW",0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"HaupuSummit",20160753,"520","2017-11-21",21.926371,-159.403218,"POLBIS-KA-HUL-W-0336","POLBIS-KA-HUL-C-0001","alive","healthy","63","1.1","vegetative","2021-11-22","alive","healthy",72,1.4,"vegetative",NA,0,NA,1,"Melinis.minutiflora",50,"Christella.dentata",10,"Metrosideros.polymorpha",20,"Invasive.Grass",10,"Clidemia.hirta",10,30,"NW",0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HaupuSummit",20160753,"521","2017-11-21",21.926333,-159.403164,"POLBIS-KA-HUL-W-0306","POLBIS-KA-HUL-C-0001","alive","healthy","80","1.4","vegetative","2021-11-22","alive","healthy",92,1.9,"vegetative",NA,0,NA,1,"Melinis.minutiflora",80,"Machaerina.angustifolia",10,"Dicranopteris.linearis",10,"Blechnum.appendiculatum",10,NA,NA,40,"N",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"HaupuSummit",20160753,"522","2017-11-21",21.926322,-159.403086,"POLBIS-KA-HUL-W-0299","POLBIS-KA-HUL-C-0001","alive","moderate","76","0.9","vegetative","2021-11-22","alive","healthy",84,1.1,"vegetative",NA,0,NA,1.5,"Melinis.minutiflora",100,NA,NA,NA,NA,NA,NA,NA,NA,60,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"HaupuSummit",20160753,"523","2017-11-21",21.926341,-159.40307,"POLBIS-KA-HUL-W-0295","POLBIS-KA-HUL-C-0001","not.found","not.found","not.found","not.found","not.found","2021-11-22","alive","moderate",72,0.9,"vegetative",NA,0,NA,1,"Melinis.minutiflora",80,"Invasive.Grass",10,"Blechnum.appendiculatum",10,"Oplismenus.hirtellus",10,NA,NA,60,"NE",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"HaupuSummit",20160753,"524","2017-11-21",21.926282,-159.403037,"POLBIS-KA-HUL-W-0308","POLBIS-KA-HUL-C-0001","alive","moderate","55","0.8","vegetative","2021-11-22","alive","healthy",61,1.1,"vegetative",NA,10,0,1,"Metrosideros.polymorpha",10,"Clidemia.hirta",10,"Melinis.minutiflora",50,"Blechnum.appendiculatum",10,"Melastoma.septemnervium",10,50,"N",0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HaupuSummit",20160753,"525","2017-11-21",21.92629,-159.403018,"POLBIS-KA-HUL-W-0337","POLBIS-KA-HUL-C-0001","alive","healthy","62","0.9","vegetative","2021-11-22","alive","healthy",76,1.1,"vegetative",NA,20,0,1,"Melinis.minutiflora",50,"Invasive.Grass",10,"Clidemia.hirta",10,"Melastoma.septemnervium",10,"Oplismenus.hirtellus",10,70,"N",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,50,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HaupuSummit",20160753,"526","2017-11-21",21.926303,-159.40301,"POLBIS-KA-HUL-W-0325","POLBIS-KA-HUL-C-0001","alive","moderate","48","0.9","vegetative","2021-11-22","alive","healthy",72,1.7,"vegetative",NA,0,NA,0.5,"Metrosideros.polymorpha",10,"Paederia.foetida",10,"Christella.dentata",10,"Clidemia.hirta",10,"Rubus.argutus",10,40,"N",0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"HaupuSummit",20160753,"527","2017-11-21",21.926257,-159.402975,"POLBIS-KA-HUL-W-0309","POLBIS-KA-HUL-C-0001","alive","moderate","36","0.7","vegetative","2021-11-22","alive","healthy",63,1,"vegetative",NA,10,100,0.5,"Metrosideros.polymorpha",20,"Invasive.Grass",20,"Paederia.foetida",20,"Rubus.argutus",20,"Oplismenus.hirtellus",20,10,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
"HaupuSummit",20160753,"528","2017-11-21",21.926137,-159.402858,"POLBIS-KA-HUL-W-0247","POLBIS-KA-HUL-C-0001","alive","moderate","57","0.9","vegetative","2021-11-22","alive","healthy",78,1.3,"vegetative",NA,0,NA,0.25,"Nephrolepis.spp",50,"Dicranopteris.linearis",20,"Bidens.spp",10,"Rubus.argutus",10,"Invasive.Grass",10,40,"E",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"HaupuSummit",20160753,"529","2017-11-21",21.925844,-159.402437,"POLBIS-KA-HUL-W-0315","POLBIS-KA-HUL-C-0001","alive","healthy","70","1.5","vegetative","2021-11-22","alive","healthy",85,1.5,"vegetative",NA,0,NA,1,"Dicranopteris.linearis",30,"Nephrolepis.spp",20,"Freycinetia.arborea",10,"Invasive.Grass",10,"Melastoma.septemnervium",10,10,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HaupuSummit",20160753,"530","2017-11-21",21.92538,-159.401647,"POLBIS-KA-HUL-W-0341","POLBIS-KA-HUL-C-0001","not.found","not.found","not.found","not.found","not.found","2021-12-20","alive","healthy",40,0.8,"vegetative",NA,0,NA,1,"Nephrolepis.spp",20,"Invasive.Grass",20,"Ageratum.conyzoides",20,"Paederia.foetida",20,NA,NA,0,"FLAT",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
